dateState,date,state,cases,deaths,pop,cases.perCap,deaths.perCap,cases.new,deaths.new
"2020-04-15, Ohio",2020-04-15,Ohio,7791,361,11676015,6.672653298235743e-4,3.0918082924696486e-5,511,37
"2020-04-15, Oklahoma",2020-04-15,Oklahoma,2263,123,3849820,5.878196902712335e-4,3.1949545693045386e-5,79,14
"2020-04-15, Oregon",2020-04-15,Oregon,1663,58,4183107,3.975513894337391e-4,1.3865291994682421e-5,30,3
"2020-04-15, Pennsylvania",2020-04-15,Pennsylvania,26804,833,12801989,0.002093737152875229,6.506801404063071e-5,1213,87
"2020-04-15, Rhode Island",2020-04-15,Rhode Island,2495,20,1059361,0.0023551933665672043,1.8879305543624883e-5,0,0
"2020-04-15, South Carolina",2020-04-15,South Carolina,3656,107,5148714,7.100802258583406e-4,2.078188844826106e-5,103,10
"2020-04-15, South Dakota",2020-04-15,South Dakota,1168,6,777599,0.0015020595448296615,7.716059305631824e-6,181,0
"2020-04-15, Tennessee",2020-04-15,Tennessee,5864,135,6770109,8.661603528096815e-4,1.9940594752610336e-5,210,12
"2020-04-15, Texas",2020-04-15,Texas,16106,395,28644755,5.622669839557015e-4,1.3789610000155351e-5,803,30
"2020-04-15, Utah",2020-04-15,Utah,2549,11,3160686,8.064704940636305e-4,3.480257134052544e-6,129,0
"2020-04-15, Vermont",2020-04-15,Vermont,747,29,623989,0.0011971364879829612,4.647517824833451e-5,3,1
"2020-04-15, Virgin Islands",2020-04-15,Virgin Islands,51,0,NA,NA,NA,0,0
"2020-04-15, Virginia",2020-04-15,Virginia,6502,136,8442400,7.701601440348716e-4,1.6109163271107742e-5,329,14
"2020-04-15, Washington",2020-04-15,Washington,10729,572,7612668,0.0014093613434869351,7.513791485455559e-5,238,20
"2020-04-15, West Virginia",2020-04-15,West Virginia,725,12,1734344,4.1802548975289794e-4,6.919042589013483e-6,28,2
"2020-04-15, Wisconsin",2020-04-15,Wisconsin,3721,184,5692782,6.536347255173305e-4,3.2321631146248e-5,166,12
"2020-04-15, Wyoming",2020-04-15,Wyoming,392,2,563439,6.957274878025837e-4,3.5496300398091008e-6,20,1
"2020-04-16, Alabama",2020-04-16,Alabama,4404,137,4903185,8.981916856084361e-4,2.7941022009163432e-5,163,14
"2020-04-16, Alaska",2020-04-16,Alaska,298,7,660729,4.5101698275692455e-4,1.0594358655363999e-5,7,0
"2020-04-16, Arizona",2020-04-16,Arizona,4234,152,7278717,5.816959225094202e-4,2.0882801185978242e-5,272,10
"2020-04-16, Arkansas",2020-04-16,Arkansas,1576,37,2978893,5.290555921276796e-4,1.2420721388784357e-5,27,3
"2020-04-16, California",2020-04-16,California,28142,971,39440316,7.135338367978593e-4,2.4619478200935307e-5,1035,86
"2020-04-16, Colorado",2020-04-16,Colorado,8579,371,5735294,0.0014958256717092445,6.468718081409602e-5,410,17
"2020-04-16, Connecticut",2020-04-16,Connecticut,15350,969,3565287,0.0043054037444951836,2.717873764440282e-4,1132,103
"2020-04-16, Delaware",2020-04-16,Delaware,2053,52,973764,0.0021083137187244546,5.340102940753612e-5,56,6
"2020-04-16, District of Columbia",2020-04-16,District of Columbia,2350,81,705749,0.0033297957205748784,1.1477168228364475e-4,153,9
"2020-04-16, Florida",2020-04-16,Florida,23329,667,21477737,0.0010861945092259953,3.1055413333350714e-5,803,54
"2020-04-16, Georgia",2020-04-16,Georgia,15432,611,10612915,0.0014540774141694342,5.757136470046165e-5,985,42
"2020-04-16, Hawaii",2020-04-16,Hawaii,530,9,1415786,3.7435036085962145e-4,6.356892920257722e-6,7,0
"2020-04-16, Idaho",2020-04-16,Idaho,1609,41,1696214,9.485831386841519e-4,2.4171478362989577e-5,22,0
"2020-04-16, Illinois",2020-04-16,Illinois,25683,1080,12566338,0.002043793506111327,8.594389232567197e-5,1124,123
"2020-04-16, Indiana",2020-04-16,Indiana,9619,554,6732219,0.0014288008158974033,8.229084645047941e-5,589,43
"2020-04-16, Iowa",2020-04-16,Iowa,2141,60,3012599,7.106820389968928e-4,1.9916357935457058e-5,146,7
"2020-04-16, Kansas",2020-04-16,Kansas,1595,80,2718258,5.867728523193898e-4,2.9430613282477232e-5,92,6
"2020-04-16, Kentucky",2020-04-16,Kentucky,2418,131,4309197,5.611254254562974e-4,3.040009542381098e-5,123,7
"2020-04-16, Louisiana",2020-04-16,Louisiana,22476,1155,4648794,0.004834802316471756,2.484515338816906e-4,581,53
"2020-04-16, Maine",2020-04-16,Maine,794,27,1327427,5.981496534272694e-4,2.0340101564907148e-5,26,3
"2020-04-16, Maryland",2020-04-16,Maryland,10838,355,6045680,0.0017926850246787788,5.871961466700189e-5,756,41
"2020-04-16, Massachusetts",2020-04-16,Massachusetts,31543,1236,6892503,0.004576421656980055,1.7932527559291596e-4,2197,135
"2020-04-16, Michigan",2020-04-16,Michigan,29032,2085,9941081,0.0029204067444979073,2.097357420183982e-4,1252,173
"2020-04-16, Minnesota",2020-04-16,Minnesota,1912,94,5452427,3.5066952753333517e-4,1.7240029073291583e-5,104,7
"2020-04-16, Mississippi",2020-04-16,Mississippi,3624,129,2974822,0.0012182241492095997,4.3363939086103305e-5,264,7
"2020-04-16, Missouri",2020-04-16,Missouri,7039,230,NA,NA,NA,289,6
"2020-04-16, Montana",2020-04-16,Montana,415,7,947384,4.3804835209376557e-4,7.388767384714118e-6,11,0
"2020-04-16, Nebraska",2020-04-16,Nebraska,1094,24,1772559,6.171867903973859e-4,1.353974677288598e-5,100,2
"2020-04-16, Nevada",2020-04-16,Nevada,3305,138,3051186,0.0010831853580869865,4.5228314498034536e-5,93,7
"2020-04-16, New Hampshire",2020-04-16,New Hampshire,1210,34,1359711,8.898949850372616e-4,2.5005313629146195e-5,71,2
"2020-04-16, New Jersey",2020-04-16,New Jersey,74269,3515,8882190,0.008361563983657184,3.9573573634430246e-4,4428,361
"2020-04-16, New Mexico",2020-04-16,New Mexico,1597,44,2066587,7.727717245874478e-4,2.1291143319879588e-5,113,8
"2020-04-16, New York",2020-04-16,New York,225761,15669,19453561,0.011605124635021835,8.054566462150554e-4,8631,732
"2020-04-16, North Carolina",2020-04-16,North Carolina,5463,140,10392187,5.25683381178572e-4,1.3471659045396315e-5,340,12
"2020-04-16, North Dakota",2020-04-16,North Dakota,393,9,679627,5.782583681931412e-4,1.3242558050224608e-5,28,0
"2020-04-16, Ohio",2020-04-16,Ohio,8414,389,11676015,7.206225754249203e-4,3.3316161378689563e-5,623,28
"2020-04-16, Oklahoma",2020-04-16,Oklahoma,2357,131,3849820,6.122364162480324e-4,3.402756492511338e-5,94,8
"2020-04-16, Oregon",2020-04-16,Oregon,1736,64,4183107,4.1500253280635663e-4,1.5299632545856464e-5,73,6
"2020-04-16, Pennsylvania",2020-04-16,Pennsylvania,28314,940,12801989,0.002211687574485496,7.342609027394103e-5,1510,107
"2020-04-16, Rhode Island",2020-04-16,Rhode Island,2998,20,1059361,0.00283000790098937,1.8879305543624883e-5,503,0
"2020-04-16, South Carolina",2020-04-16,South Carolina,3931,109,5148714,7.634916214029367e-4,2.117033496131267e-5,275,2
"2020-04-16, South Dakota",2020-04-16,South Dakota,1311,7,784175,0.0016718207032868939,8.926578888640929e-6,143,1
"2020-04-16, Tennessee",2020-04-16,Tennessee,6077,142,6770109,8.976221800860222e-4,2.09745515175605e-5,213,7
"2020-04-16, Texas",2020-04-16,Texas,16928,428,28678028,5.902776857599832e-4,1.4924317669262336e-5,822,33
"2020-04-16, Utah",2020-04-16,Utah,2684,20,3160686,8.491827407088209e-4,6.327740243731899e-6,135,9
"2020-04-16, Vermont",2020-04-16,Vermont,759,34,623989,0.0012163675962236513,5.448814001528873e-5,12,5
"2020-04-16, Virgin Islands",2020-04-16,Virgin Islands,51,0,NA,NA,NA,0,0
"2020-04-16, Virginia",2020-04-16,Virginia,6891,137,8453353,8.151794914988171e-4,1.6206586901079372e-5,389,1
"2020-04-16, Washington",2020-04-16,Washington,11026,588,7612668,0.0014483752608152622,7.723967471062707e-5,297,16
"2020-04-16, West Virginia",2020-04-16,West Virginia,739,13,1734344,4.26097706106747e-4,7.495629471431273e-6,14,1
"2020-04-16, Wisconsin",2020-04-16,Wisconsin,3875,197,5692782,6.806865254984294e-4,3.460522465114596e-5,154,13
"2020-04-16, Wyoming",2020-04-16,Wyoming,393,2,563439,6.975023028224883e-4,3.5496300398091008e-6,1,0
"2020-04-17, Alabama",2020-04-17,Alabama,4572,151,4903185,9.324551286561694e-4,3.079630892980787e-5,168,14
"2020-04-17, Alaska",2020-04-17,Alaska,307,7,660729,4.646383010281068e-4,1.0594358655363999e-5,9,0
"2020-04-17, Arizona",2020-04-17,Arizona,4507,174,7278717,6.192025325342364e-4,2.3905311883948777e-5,273,22
"2020-04-17, Arkansas",2020-04-17,Arkansas,1652,37,2978893,5.545684252505881e-4,1.2420721388784357e-5,76,0
"2020-04-17, California",2020-04-17,California,29398,1050,39440316,7.45379423430583e-4,2.6622504748694203e-5,1256,79
"2020-04-17, Colorado",2020-04-17,Colorado,8969,388,5735294,0.0015638256731041163,6.765128343900068e-5,390,17
"2020-04-17, Connecticut",2020-04-17,Connecticut,16314,1034,3565287,0.004575788709296054,2.900187278050827e-4,964,65
"2020-04-17, Delaware",2020-04-17,Delaware,2295,61,973764,0.002356833894044142,6.264351526653276e-5,242,9
"2020-04-17, District of Columbia",2020-04-17,District of Columbia,2476,86,705749,0.003508329448571659,1.2185635402954875e-4,126,5
"2020-04-17, Florida",2020-04-17,Florida,24741,725,21477737,0.0011519370034189357,3.375588405798991e-5,1412,58
"2020-04-17, Georgia",2020-04-17,Georgia,16394,661,10612915,0.0015447216905063311,6.228260567431285e-5,962,50
"2020-04-17, Hawaii",2020-04-17,Hawaii,547,9,1415786,3.863578252645527e-4,6.356892920257722e-6,17,0
"2020-04-17, Idaho",2020-04-17,Idaho,1655,43,1696214,9.757023583109207e-4,2.535057486850126e-5,46,2
"2020-04-17, Illinois",2020-04-17,Illinois,27504,1142,12589199,0.0021847299419129047,9.071268156139243e-5,1821,62
"2020-04-17, Indiana",2020-04-17,Indiana,10235,599,6732219,0.001520301107257503,8.897512098165553e-5,616,45
"2020-04-17, Iowa",2020-04-17,Iowa,2331,64,3012599,7.737505057925068e-4,2.1244115131154195e-5,190,4
"2020-04-17, Kansas",2020-04-17,Kansas,1732,83,2735348,6.331918278771111e-4,3.034348828741352e-5,137,3
"2020-04-17, Kentucky",2020-04-17,Kentucky,2497,140,4309197,5.794583074294352e-4,3.248865159796593e-5,79,9
"2020-04-17, Louisiana",2020-04-17,Louisiana,23062,1212,4648794,0.004960856514614328,2.607127784109169e-4,586,57
"2020-04-17, Maine",2020-04-17,Maine,827,29,1327427,6.230097775621559e-4,2.184677575490027e-5,33,2
"2020-04-17, Maryland",2020-04-17,Maryland,11630,395,6045680,0.0019236876579640338,6.533590927736831e-5,792,40
"2020-04-17, Massachusetts",2020-04-17,Massachusetts,33642,1392,6892503,0.004880955438104271,2.0195856280367234e-4,2099,156
"2020-04-17, Michigan",2020-04-17,Michigan,29863,2217,9941081,0.003003999263259197,2.2301397604546227e-4,831,132
"2020-04-17, Minnesota",2020-04-17,Minnesota,2070,111,5468313,3.7854453466727305e-4,2.0298764902447975e-5,158,17
"2020-04-17, Mississippi",2020-04-17,Mississippi,3793,140,2974822,0.0012750342709580607,4.706163931825165e-5,169,11
"2020-04-17, Missouri",2020-04-17,Missouri,7284,249,NA,NA,NA,245,19
"2020-04-17, Montana",2020-04-17,Montana,422,8,947384,4.454371194784797e-4,8.444305582530421e-6,7,1
"2020-04-17, Nebraska",2020-04-17,Nebraska,1216,24,1791299,6.788369780812696e-4,1.3398098251604004e-5,122,0
"2020-04-17, Nevada",2020-04-17,Nevada,3444,142,3051186,0.001128741413994427,4.6539280135658725e-5,139,4
"2020-04-17, New Hampshire",2020-04-17,New Hampshire,1285,37,1359711,9.450537651015547e-4,2.7211664831717918e-5,75,3
"2020-04-17, New Jersey",2020-04-17,New Jersey,77748,3837,8882190,0.008753246665518301,4.319880569994562e-4,3479,322
"2020-04-17, New Mexico",2020-04-17,New Mexico,1711,51,2066587,8.279351413707722e-4,2.467837066622407e-5,114,7
"2020-04-17, New York",2020-04-17,New York,233293,15843,19453561,0.011992303105842678,8.14401024059297e-4,7532,174
"2020-04-17, North Carolina",2020-04-17,North Carolina,5859,159,10392187,5.637889310498358e-4,1.5299955630128673e-5,396,19
"2020-04-17, North Dakota",2020-04-17,North Dakota,439,9,679627,6.459425537831781e-4,1.3242558050224608e-5,46,0
"2020-04-17, Ohio",2020-04-17,Ohio,9107,418,11676015,7.799750171612489e-4,3.579988549175382e-5,693,29
"2020-04-17, Oklahoma",2020-04-17,Oklahoma,2465,136,3890836,6.335399384605262e-4,3.4953927639201445e-5,108,5
"2020-04-17, Oregon",2020-04-17,Oregon,1785,70,4183107,4.2671631397427794e-4,1.673397309703051e-5,49,6
"2020-04-17, Pennsylvania",2020-04-17,Pennsylvania,30121,1027,12801989,0.0023528375161078487,8.022190926738025e-5,1807,87
"2020-04-17, Rhode Island",2020-04-17,Rhode Island,3345,20,1059361,0.003157563852171262,1.8879305543624883e-5,347,0
"2020-04-17, South Carolina",2020-04-17,South Carolina,4086,116,5148714,7.935962261644364e-4,2.25298977569933e-5,155,7
"2020-04-17, South Dakota",2020-04-17,South Dakota,1411,7,784175,0.001799343258838907,8.926578888640929e-6,100,0
"2020-04-17, Tennessee",2020-04-17,Tennessee,6423,146,6803276,9.441039875495276e-4,2.1460249444532312e-5,346,4
"2020-04-17, Texas",2020-04-17,Texas,18131,461,28689868,6.319652638346053e-4,1.6068390415738407e-5,1203,33
"2020-04-17, Utah",2020-04-17,Utah,2811,22,3160686,8.893638912565184e-4,6.960514268105088e-6,127,2
"2020-04-17, Vermont",2020-04-17,Vermont,769,34,623989,0.0012323935197575597,5.448814001528873e-5,10,0
"2020-04-17, Virgin Islands",2020-04-17,Virgin Islands,53,0,NA,NA,NA,2,0
"2020-04-17, Virginia",2020-04-17,Virginia,7492,144,8453353,8.86275540605012e-4,1.70346606843462e-5,601,7
"2020-04-17, Washington",2020-04-17,Washington,11305,610,7612668,0.0014850246983055086,8.012959451272536e-5,279,22
"2020-04-17, West Virginia",2020-04-17,West Virginia,776,16,1734344,4.4743142075620525e-4,9.225390118684645e-6,37,3
"2020-04-17, Wisconsin",2020-04-17,Wisconsin,4045,205,5692782,7.105489021009411e-4,3.601051296185239e-5,170,8
"2020-04-17, Wyoming",2020-04-17,Wyoming,401,2,563439,7.117008229817248e-4,3.5496300398091008e-6,8,0
"2020-04-18, Alabama",2020-04-18,Alabama,4723,147,4903185,9.632514375859773e-4,2.99805126667666e-5,151,-4
"2020-04-18, Alaska",2020-04-18,Alaska,312,7,660729,4.7220570006765257e-4,1.0594358655363999e-5,5,0
"2020-04-18, Arizona",2020-04-18,Arizona,4719,181,7278717,6.483285447146798e-4,2.486701983330304e-5,212,7
"2020-04-18, Arkansas",2020-04-18,Arkansas,1731,38,2978893,5.81088343891506e-4,1.2756416561454204e-5,79,1
"2020-04-18, California",2020-04-18,California,30829,1146,39440316,7.816620941880892e-4,2.9056562325717675e-5,1431,96
"2020-04-18, Colorado",2020-04-18,Colorado,9353,408,5735294,0.0016307795206313748,7.113846299771206e-5,384,20
"2020-04-18, Connecticut",2020-04-18,Connecticut,17025,1083,3565287,0.004775211644953127,3.0376236190803155e-4,711,49
"2020-04-18, Delaware",2020-04-18,Delaware,2508,67,973764,0.0025755727260403957,6.880517250586384e-5,213,6
"2020-04-18, District of Columbia",2020-04-18,District of Columbia,2666,91,705749,0.0037775469749160113,1.2894102577545275e-4,190,5
"2020-04-18, Florida",2020-04-18,Florida,25481,747,21477737,0.0011863912850781254,3.4780200539749604e-5,740,22
"2020-04-18, Georgia",2020-04-18,Georgia,16769,670,10612915,0.0015800559978102152,6.313062904960607e-5,375,9
"2020-04-18, Hawaii",2020-04-18,Hawaii,568,9,1415786,4.0119057541182073e-4,6.356892920257722e-6,21,0
"2020-04-18, Idaho",2020-04-18,Idaho,1668,44,1696214,9.833664855967467e-4,2.5940123121257105e-5,13,1
"2020-04-18, Illinois",2020-04-18,Illinois,29077,1272,12597315,0.002308190277055071,1.0097389800921863e-4,1573,130
"2020-04-18, Indiana",2020-04-18,Indiana,10730,633,6732219,0.0015938281271004405,9.402546173854415e-5,495,34
"2020-04-18, Iowa",2020-04-18,Iowa,2512,74,3012599,8.338315188978022e-4,2.4563508120397038e-5,181,10
"2020-04-18, Kansas",2020-04-18,Kansas,1820,85,2735348,6.653632371456941e-4,3.107465667988132e-5,88,2
"2020-04-18, Kentucky",2020-04-18,Kentucky,2672,145,4309197,6.200691219268926e-4,3.364896058360757e-5,175,5
"2020-04-18, Louisiana",2020-04-18,Louisiana,23523,1266,4648794,0.0050600220186138595,2.7232869428071025e-4,461,54
"2020-04-18, Maine",2020-04-18,Maine,846,32,1327427,6.373231823670906e-4,2.410678703988995e-5,19,3
"2020-04-18, Maryland",2020-04-18,Maryland,12368,427,6045680,0.0020457582935252943,7.062894496566143e-5,738,32
"2020-04-18, Massachusetts",2020-04-18,Massachusetts,35639,1547,6892503,0.005170690531436838,2.244467648400008e-4,1997,155
"2020-04-18, Michigan",2020-04-18,Michigan,30576,2294,9958847,0.0030702349378396916,2.3034795092243107e-4,713,77
"2020-04-18, Minnesota",2020-04-18,Minnesota,2209,121,5472611,4.036464495649334e-4,2.211010429939201e-5,139,10
"2020-04-18, Mississippi",2020-04-18,Mississippi,3974,152,2974822,0.001335878247505229,5.109549411695893e-5,181,12
"2020-04-18, Missouri",2020-04-18,Missouri,7575,259,NA,NA,NA,291,10
"2020-04-18, Montana",2020-04-18,Montana,426,10,947384,4.496592722697449e-4,1.0555381978163026e-5,4,2
"2020-04-18, Nebraska",2020-04-18,Nebraska,1348,28,1795975,7.505672406353095e-4,1.5590417461267555e-5,132,4
"2020-04-18, Nevada",2020-04-18,Nevada,3620,152,3055691,0.001184674759326123,4.9743249562864834e-5,176,10
"2020-04-18, New Hampshire",2020-04-18,New Hampshire,1342,37,1359711,9.869744379504173e-4,2.7211664831717918e-5,57,0
"2020-04-18, New Jersey",2020-04-18,New Jersey,80672,4068,8882190,0.009082444757430318,4.579951565998926e-4,2924,231
"2020-04-18, New Mexico",2020-04-18,New Mexico,1798,53,2070887,8.682269964512791e-4,2.5592898115638373e-5,87,2
"2020-04-18, New York",2020-04-18,New York,240542,15971,19453561,0.012364934111549037,8.20980796266555e-4,7249,128
"2020-04-18, North Carolina",2020-04-18,North Carolina,6140,175,10392187,5.908284752766669e-4,1.6839573806745394e-5,281,16
"2020-04-18, North Dakota",2020-04-18,North Dakota,528,9,679627,7.768967389465103e-4,1.3242558050224608e-5,89,0
"2020-04-18, Ohio",2020-04-18,Ohio,10222,451,11676015,8.754699270256162e-4,3.862619224110281e-5,1115,33
"2020-04-18, Oklahoma",2020-04-18,Oklahoma,2570,139,3894524,6.599009275587979e-4,3.569113966174043e-5,105,3
"2020-04-18, Oregon",2020-04-18,Oregon,1844,72,4183107,4.408206627274894e-4,1.721208661408852e-5,59,2
"2020-04-18, Pennsylvania",2020-04-18,Pennsylvania,31742,1150,12801989,0.0024794584653994,8.982979129258743e-5,1621,123
"2020-04-18, Rhode Island",2020-04-18,Rhode Island,3676,20,1059361,0.0034700163589182534,1.8879305543624883e-5,331,0
"2020-04-18, South Carolina",2020-04-18,South Carolina,4246,119,5148714,8.246719472085651e-4,2.3112567526570713e-5,160,3
"2020-04-18, South Dakota",2020-04-18,South Dakota,1541,7,784175,0.001965122581056524,8.926578888640929e-6,130,0
"2020-04-18, Tennessee",2020-04-18,Tennessee,6624,148,6817506,9.71616306608311e-4,2.170881844475091e-5,201,2
"2020-04-18, Texas",2020-04-18,Texas,18927,487,28704507,6.593738049568313e-4,1.696597680636006e-5,796,26
"2020-04-18, Utah",2020-04-18,Utah,2942,24,3191625,9.21787490698312e-4,7.5196804135824226e-06,131,2
"2020-04-18, Vermont",2020-04-18,Vermont,793,36,623989,0.00127085573623894,5.769332472207042e-5,24,2
"2020-04-18, Virgin Islands",2020-04-18,Virgin Islands,53,0,NA,NA,NA,0,0
"2020-04-18, Virginia",2020-04-18,Virginia,8053,144,8453353,9.526397395211107e-4,1.70346606843462e-5,561,0
"2020-04-18, Washington",2020-04-18,Washington,11617,629,7612668,0.0015260090154989026,8.262543434181026e-5,312,19
"2020-04-18, West Virginia",2020-04-18,West Virginia,825,18,1734344,4.75684177994677e-4,1.0378563883520224e-5,49,2
"2020-04-18, Wisconsin",2020-04-18,Wisconsin,4199,212,5692782,7.3760070208204e-4,3.7240140233720526e-5,154,7
"2020-04-18, Wyoming",2020-04-18,Wyoming,412,2,563439,7.312237882006748e-4,3.5496300398091008e-6,11,0
"2020-04-19, Alabama",2020-04-19,Alabama,4903,160,4903185,9.999622694228344e-4,3.263185052165072e-5,180,13
"2020-04-19, Alaska",2020-04-19,Alaska,317,7,660729,4.7977309910719827e-4,1.0594358655363999e-5,5,0
"2020-04-19, Arizona",2020-04-19,Arizona,4929,188,7278717,6.771797831953076e-4,2.58287277826573e-5,210,7
"2020-04-19, Arkansas",2020-04-19,Arkansas,1735,39,2978893,5.824311245821854e-4,1.3092111734124051e-5,4,1
"2020-04-19, California",2020-04-19,California,31544,1176,39440316,7.997907521836285e-4,2.9817205318537507e-5,715,30
"2020-04-19, Colorado",2020-04-19,Colorado,9616,420,5735294,0.0016766359318284294,7.323077073293888e-5,263,12
"2020-04-19, Connecticut",2020-04-19,Connecticut,17433,1123,3565287,0.004889648435034823,3.149816550532958e-4,408,40
"2020-04-19, Delaware",2020-04-19,Delaware,2508,67,973764,0.0025755727260403957,6.880517250586384e-5,0,0
"2020-04-19, District of Columbia",2020-04-19,District of Columbia,2793,96,705749,0.003957497637261973,1.3602569752135674e-4,127,5
"2020-04-19, Florida",2020-04-19,Florida,26303,773,21477737,0.0012246634736238738,3.599075638182924e-5,822,26
"2020-04-19, Georgia",2020-04-19,Georgia,17362,682,10612915,0.0016359313157600904,6.426132688333035e-5,593,12
"2020-04-19, Hawaii",2020-04-19,Hawaii,574,10,1415786,4.0542850402532587e-4,7.0632143558419136e-6,6,1
"2020-04-19, Idaho",2020-04-19,Idaho,1672,45,1696214,9.8572467860777e-4,2.652967137401295e-5,4,1
"2020-04-19, Illinois",2020-04-19,Illinois,30243,1302,12597315,0.002400749683563521,1.0335535786792662e-4,1166,30
"2020-04-19, Indiana",2020-04-19,Indiana,11301,652,6732219,0.001678644143929364,9.684771098504074e-5,571,19
"2020-04-19, Iowa",2020-04-19,Iowa,2915,75,3012599,9.676030563642888e-4,2.4895447419321324e-5,403,1
"2020-04-19, Kansas",2020-04-19,Kansas,1897,94,2737869,6.928746408246706e-4,3.433327160649395e-5,77,9
"2020-04-19, Kentucky",2020-04-19,Kentucky,2922,149,4335067,6.740380252485141e-4,3.437086439494476e-5,250,4
"2020-04-19, Louisiana",2020-04-19,Louisiana,23870,1295,4648794,0.005134665033554939,2.7856687132189555e-4,347,29
"2020-04-19, Maine",2020-04-19,Maine,865,34,1344212,6.434996860614249e-4,2.5293629278714965e-5,19,2
"2020-04-19, Maryland",2020-04-19,Maryland,12882,469,6045680,0.0021307776792685025,7.757605430654616e-5,514,42
"2020-04-19, Massachusetts",2020-04-19,Massachusetts,37262,1693,6892503,0.005406163769533361,2.456292003064779e-4,1623,146
"2020-04-19, Michigan",2020-04-19,Michigan,31272,2386,9958847,0.0031401225463148497,2.395859681346646e-4,696,92
"2020-04-19, Minnesota",2020-04-19,Minnesota,2352,134,5515333,4.264475055268648e-4,2.4295903801275462e-5,143,13
"2020-04-19, Mississippi",2020-04-19,Mississippi,4274,159,2974822,0.001436724617472911,5.344857608287151e-5,300,7
"2020-04-19, Missouri",2020-04-19,Missouri,7756,261,NA,NA,NA,181,2
"2020-04-19, Montana",2020-04-19,Montana,433,10,947384,4.57048039654459e-4,1.0555381978163026e-5,7,0
"2020-04-19, Nebraska",2020-04-19,Nebraska,1466,28,1795975,8.162697142220799e-4,1.5590417461267555e-5,118,0
"2020-04-19, Nevada",2020-04-19,Nevada,3710,158,3055691,0.0012141279991988718,5.170679888771476e-5,90,6
"2020-04-19, New Hampshire",2020-04-19,New Hampshire,1390,40,1359711,0.001022276057191565,2.941801603428964e-5,48,3
"2020-04-19, New Jersey",2020-04-19,New Jersey,84716,4202,8882190,0.009537737877708088,4.730815260650808e-4,4044,134
"2020-04-19, New Mexico",2020-04-19,New Mexico,1845,55,2070887,8.909225853462792e-4,2.655866785585114e-5,47,2
"2020-04-19, New York",2020-04-19,New York,246741,17793,19453561,0.012683590423367731,9.146397412792444e-4,6199,1822
"2020-04-19, North Carolina",2020-04-19,North Carolina,6493,183,10392187,6.247963012982734e-4,1.7609382895053754e-5,353,8
"2020-04-19, North Dakota",2020-04-19,North Dakota,585,10,682506,8.571353218872801e-4,1.465188584422701e-5,57,1
"2020-04-19, Ohio",2020-04-19,Ohio,11602,471,11676015,9.936609365438465e-4,4.0339105422526436e-5,1380,20
"2020-04-19, Oklahoma",2020-04-19,Oklahoma,2599,140,3894524,6.673472804378661e-4,3.5947910450673816e-5,29,1
"2020-04-19, Oregon",2020-04-19,Oregon,1910,74,4183107,4.565984087904039e-4,1.7690200131146537e-5,66,2
"2020-04-19, Pennsylvania",2020-04-19,Pennsylvania,32992,1285,12801989,0.002577099542891343,1.0037502766171725e-4,1250,135
"2020-04-19, Rhode Island",2020-04-19,Rhode Island,3991,20,1059361,0.0037673654212303453,1.8879305543624883e-5,315,0
"2020-04-19, South Carolina",2020-04-19,South Carolina,4377,120,5148714,8.501151938134455e-4,2.3306790783096516e-5,131,1
"2020-04-19, South Dakota",2020-04-19,South Dakota,1635,7,784175,0.002084993783275417,8.926578888640929e-6,94,0
"2020-04-19, Tennessee",2020-04-19,Tennessee,6824,151,6817506,0.0010009525477498663,2.214886206187424e-5,200,3
"2020-04-19, Texas",2020-04-19,Texas,19441,503,28744386,6.763407644191808e-4,1.7499069209549302e-5,514,16
"2020-04-19, Utah",2020-04-19,Utah,3071,26,3191625,9.622057729213175e-4,8.146320448047625e-6,129,2
"2020-04-19, Vermont",2020-04-19,Vermont,802,36,623989,0.0012852790674194577,5.769332472207042e-5,9,0
"2020-04-19, Virgin Islands",2020-04-19,Virgin Islands,53,0,NA,NA,NA,0,0
"2020-04-19, Virginia",2020-04-19,Virginia,8536,188,8453353,0.001009776830566522,2.2239695893451982e-5,483,44
"2020-04-19, Washington",2020-04-19,Washington,11864,637,7612668,0.0015584549332770062,8.3676314269846e-5,247,8
"2020-04-19, West Virginia",2020-04-19,West Virginia,890,20,1734344,5.131623253518333e-4,1.1531737648355804e-5,65,2
"2020-04-19, Wisconsin",2020-04-19,Wisconsin,4346,222,5692782,7.634228747912708e-4,3.899675062210357e-5,147,10
"2020-04-19, Wyoming",2020-04-19,Wyoming,422,2,563439,7.489719383997203e-4,3.5496300398091008e-6,10,0
"2020-04-20, Alabama",2020-04-20,Alabama,5078,164,4903185,0.0010356533559308899,3.3447646784691994e-5,175,4
"2020-04-20, Alaska",2020-04-20,Alaska,319,7,660729,4.8280005872301655e-4,1.0594358655363999e-5,2,0
"2020-04-20, Arizona",2020-04-20,Arizona,5064,191,7278717,6.957270079328541e-4,2.6240888332380555e-5,135,3
"2020-04-20, Arkansas",2020-04-20,Arkansas,1928,42,2978893,6.47220292907466e-4,1.4099197252133594e-5,193,3
"2020-04-20, California",2020-04-20,California,33862,1223,39440316,8.585631007621744e-4,3.1008879340621916e-5,2318,47
"2020-04-20, Colorado",2020-04-20,Colorado,9980,447,5735294,0.0017401025997969765,7.793846313719924e-5,364,27
