date,county,state,cases,deaths,confirmed_cases,confirmed_deaths,probable_cases,probable_deaths
6/25/2020,Garfield,Nebraska,1,0,1,0,,
6/25/2020,Garfield,Oklahoma,62,2,62,2,,
6/25/2020,Garfield,Utah,11,0,11,,,
6/25/2020,Garland,Arkansas,191,1,191,1,,
6/25/2020,Garrard,Kentucky,16,0,,,,
6/25/2020,Garrett,Maryland,10,1,10,1,0,0
6/25/2020,Garvin,Oklahoma,52,1,52,1,,
6/25/2020,Garza,Texas,7,0,7,0,,
6/25/2020,Gasconade,Missouri,6,0,6,0,,
6/25/2020,Gaston,North Carolina,837,11,837,11,,
6/25/2020,Gates,North Carolina,26,2,26,2,,
6/25/2020,Geary,Kansas,34,1,29,1,5,
6/25/2020,Geauga,Ohio,369,40,,,,
6/25/2020,Gem,Idaho,19,0,15,,4,
6/25/2020,Genesee,Michigan,2668,285,2132,260,536,25
6/25/2020,Genesee,New York,230,6,230,6,,
6/25/2020,Geneva,Alabama,53,0,53,0,,
6/25/2020,Gentry,Missouri,57,9,57,9,,
6/25/2020,George,Mississippi,58,3,,,,
6/25/2020,Georgetown,South Carolina,303,3,303,3,0,0
6/25/2020,Gibson,Indiana,29,2,29,2,0,0
6/25/2020,Gibson,Tennessee,80,1,76,,4,
6/25/2020,Gila,Arizona,201,5,,,,
6/25/2020,Gilchrist,Florida,88,0,88,0,,
6/25/2020,Giles,Tennessee,42,0,42,,0,
6/25/2020,Giles,Virginia,7,0,,,,
6/25/2020,Gillespie,Texas,29,0,29,0,,
6/25/2020,Gilmer,Georgia,180,2,180,2,,
6/25/2020,Gilmer,West Virginia,10,0,10,0,0,
6/25/2020,Gilpin,Colorado,6,0,,,,
6/25/2020,Glacier,Montana,7,0,7,0,,
6/25/2020,Glades,Florida,143,1,143,1,,
6/25/2020,Gladwin,Michigan,26,1,26,1,0,0
6/25/2020,Glascock,Georgia,3,0,3,0,,
6/25/2020,Glasscock,Texas,5,0,5,0,,
6/25/2020,Glenn,California,74,0,74,0,,
6/25/2020,Gloucester,New Jersey,2497,172,2497,172,,
6/25/2020,Gloucester,Virginia,45,1,,,,
6/25/2020,Glynn,Georgia,404,3,404,3,,
6/25/2020,Gogebic,Michigan,6,1,6,1,0,0
6/25/2020,Golden Valley,Montana,3,0,3,0,,
6/25/2020,Goliad,Texas,7,0,7,0,,
6/25/2020,Gonzales,Texas,231,4,231,4,,
6/25/2020,Goochland,Virginia,118,6,,,,
6/25/2020,Goodhue,Minnesota,109,8,109,8,,
6/25/2020,Gooding,Idaho,61,1,51,,10,
6/25/2020,Gordon,Georgia,325,18,325,18,,
6/25/2020,Goshen,Wyoming,5,0,4,,1,
6/25/2020,Gosper,Nebraska,13,0,13,0,,
6/25/2020,Gove,Kansas,1,0,1,,0,
6/25/2020,Grady,Georgia,168,4,168,4,,
6/25/2020,Grady,Oklahoma,124,5,124,5,,
6/25/2020,Grafton,New Hampshire,77,1,77,1,,
6/25/2020,Graham,Arizona,71,2,,,,
6/25/2020,Graham,North Carolina,8,0,8,0,,
6/25/2020,Grainger,Tennessee,25,0,23,,2,
6/25/2020,Grand,Colorado,18,0,,,,
6/25/2020,Grand,Utah,12,0,12,0,,
6/25/2020,Grand Forks,North Dakota,366,4,366,4,,
6/25/2020,Grand Isle,Vermont,9,0,9,0,,
6/25/2020,Grand Traverse,Michigan,44,5,38,5,6,0
6/25/2020,Grant,Arkansas,28,0,28,0,,
6/25/2020,Grant,Indiana,364,29,280,26,84,3
6/25/2020,Grant,Kansas,37,1,37,1,,
6/25/2020,Grant,Kentucky,55,4,54,4,1,0
6/25/2020,Grant,Louisiana,81,1,81,1,,
6/25/2020,Grant,Minnesota,6,0,6,0,,
6/25/2020,Grant,New Mexico,17,0,17,0,,
6/25/2020,Grant,North Dakota,2,0,2,0,,
6/25/2020,Grant,Oklahoma,2,0,2,0,,
6/25/2020,Grant,Oregon,1,0,,,,
6/25/2020,Grant,South Dakota,13,0,13,0,,
6/25/2020,Grant,Washington,478,5,478,5,0,
6/25/2020,Grant,West Virginia,16,0,15,0,1,
6/25/2020,Grant,Wisconsin,134,12,134,12,,
6/25/2020,Granville,North Carolina,755,17,755,17,,
6/25/2020,Gratiot,Michigan,99,13,88,13,11,0
6/25/2020,Graves,Kentucky,188,21,,,,
6/25/2020,Gray,Kansas,24,0,22,,2,
6/25/2020,Gray,Texas,113,4,113,4,,
6/25/2020,Grays Harbor,Washington,24,0,24,0,,
6/25/2020,Grayson,Kentucky,137,10,,,,
6/25/2020,Grayson,Texas,537,5,537,5,,
6/25/2020,Grayson,Virginia,81,2,,,,
6/25/2020,Greeley,Nebraska,3,0,3,0,,
6/25/2020,Green,Kentucky,4,1,,,,
6/25/2020,Green,Wisconsin,81,1,81,1,,
6/25/2020,Green Lake,Wisconsin,26,0,26,0,,
6/25/2020,Greenbrier,West Virginia,52,0,52,0,0,
6/25/2020,Greene,Alabama,157,6,157,6,,
6/25/2020,Greene,Arkansas,99,0,99,0,,
6/25/2020,Greene,Georgia,91,9,91,9,,
6/25/2020,Greene,Illinois,9,0,9,0,,
6/25/2020,Greene,Indiana,189,32,184,29,5,3
6/25/2020,Greene,Iowa,28,0,28,0,,
6/25/2020,Greene,Mississippi,71,5,,,,
6/25/2020,Greene,Missouri,278,8,256,8,22,0
6/25/2020,Greene,New York,256,5,256,5,,
6/25/2020,Greene,North Carolina,159,2,159,2,,
6/25/2020,Greene,Ohio,183,9,,,,
6/25/2020,Greene,Pennsylvania,35,0,33,,2,
6/25/2020,Greene,Tennessee,58,2,56,,2,
6/25/2020,Greene,Virginia,55,1,,,,
6/25/2020,Greenlee,Arizona,16,1,,,,
6/25/2020,Greensville,Virginia,350,7,,,,
6/25/2020,Greenup,Kentucky,22,0,,,,
6/25/2020,Greenville,South Carolina,4072,77,4066,77,6,0
6/25/2020,Greenwood,Kansas,11,0,8,,3,
6/25/2020,Greenwood,South Carolina,392,6,392,6,0,0
6/25/2020,Greer,Oklahoma,66,7,66,7,,
6/25/2020,Gregg,Texas,320,14,320,14,,
6/25/2020,Gregory,South Dakota,1,0,1,0,,
6/25/2020,Grenada,Mississippi,226,4,,,,
6/25/2020,Griggs,North Dakota,2,0,2,0,,
6/25/2020,Grimes,Texas,312,2,312,2,,
6/25/2020,Grundy,Illinois,144,4,144,4,,
6/25/2020,Grundy,Iowa,26,0,26,0,,
6/25/2020,Grundy,Missouri,18,0,18,0,,
6/25/2020,Grundy,Tennessee,55,1,54,,1,
6/25/2020,Guadalupe,New Mexico,20,0,20,0,,
6/25/2020,Guadalupe,Texas,467,1,467,1,,
6/25/2020,Guanica,Puerto Rico,30,,17,,13,
6/25/2020,Guayama,Puerto Rico,66,,8,,58,
6/25/2020,Guayanilla,Puerto Rico,49,,13,,36,
6/25/2020,Guaynabo,Puerto Rico,308,,99,,209,
6/25/2020,Guernsey,Ohio,47,3,,,,
6/25/2020,Guilford,North Carolina,2527,110,2527,110,,
6/25/2020,Gulf,Florida,14,0,14,0,,
6/25/2020,Gunnison,Colorado,186,6,,,,
6/25/2020,Gurabo,Puerto Rico,97,,13,,84,
6/25/2020,Guthrie,Iowa,63,4,63,4,,
6/25/2020,Gwinnett,Georgia,7036,164,7036,164,,
6/25/2020,Habersham,Georgia,647,35,647,35,,
6/25/2020,Haines Borough,Alaska,5,0,5,0,,
6/25/2020,Hale,Alabama,269,19,264,19,5,0
6/25/2020,Hale,Texas,178,6,178,6,,
6/25/2020,Halifax,North Carolina,272,4,272,4,,
6/25/2020,Halifax,Virginia,41,1,,,,
6/25/2020,Hall,Georgia,3032,58,3032,58,,
6/25/2020,Hall,Nebraska,1594,46,1594,46,,
6/25/2020,Hall,Texas,2,1,2,1,,
6/25/2020,Hamblen,Tennessee,156,4,148,,8,
6/25/2020,Hamilton,Florida,315,2,315,2,,
6/25/2020,Hamilton,Illinois,2,0,2,0,,
6/25/2020,Hamilton,Indiana,1412,102,1398,97,14,5
6/25/2020,Hamilton,Iowa,173,0,173,0,,
6/25/2020,Hamilton,Kansas,32,0,18,,14,
6/25/2020,Hamilton,Nebraska,64,13,64,13,,
6/25/2020,Hamilton,New York,6,0,6,0,,
6/25/2020,Hamilton,Ohio,4189,189,,,,
6/25/2020,Hamilton,Tennessee,2277,29,2277,29,,0
6/25/2020,Hamilton,Texas,19,1,19,1,,
6/25/2020,Hamlin,South Dakota,11,0,11,0,,
6/25/2020,Hampden,Massachusetts,6633,654,6633,654,,
6/25/2020,Hampshire,Massachusetts,950,108,950,108,,
6/25/2020,Hampshire,West Virginia,40,1,40,1,0,
6/25/2020,Hampton,South Carolina,58,1,58,1,0,0
6/25/2020,Hampton city,Virginia,276,5,,,,
6/25/2020,Hancock,Georgia,209,32,209,32,,
6/25/2020,Hancock,Illinois,18,1,18,1,,
6/25/2020,Hancock,Indiana,399,35,394,34,5,1
6/25/2020,Hancock,Iowa,40,0,40,0,,
6/25/2020,Hancock,Kentucky,15,0,15,0,0,0
6/25/2020,Hancock,Maine,15,1,11,1,4,
6/25/2020,Hancock,Mississippi,106,13,,,,
6/25/2020,Hancock,Ohio,65,1,,,,
6/25/2020,Hancock,Tennessee,3,0,2,,1,
6/25/2020,Hancock,West Virginia,20,0,18,0,2,
6/25/2020,Hand,South Dakota,7,0,7,0,,
6/25/2020,Hanover,Virginia,410,25,,,,
6/25/2020,Hansford,Texas,24,2,24,2,,
6/25/2020,Hanson,South Dakota,5,0,5,0,,
6/25/2020,Haralson,Georgia,67,4,67,4,,
6/25/2020,Hardee,Florida,334,2,334,2,,
6/25/2020,Hardeman,Tennessee,260,1,260,,0,
6/25/2020,Hardeman,Texas,4,0,4,0,,
6/25/2020,Hardin,Illinois,1,0,1,0,,
6/25/2020,Hardin,Iowa,56,0,56,0,,
6/25/2020,Hardin,Kentucky,136,5,,,,
6/25/2020,Hardin,Ohio,107,11,,,,
6/25/2020,Hardin,Tennessee,76,5,75,,1,
6/25/2020,Hardin,Texas,205,5,205,5,,
6/25/2020,Harding,New Mexico,1,0,1,0,,
6/25/2020,Hardy,West Virginia,42,0,41,0,1,
6/25/2020,Harford,Maryland,1075,61,1072,58,3,3
6/25/2020,Harlan,Kentucky,18,2,,,,
6/25/2020,Harlan,Nebraska,1,0,1,0,,
6/25/2020,Harnett,North Carolina,536,30,536,30,,
6/25/2020,Harney,Oregon,1,0,,,,
6/25/2020,Harper,Kansas,2,0,2,,0,
6/25/2020,Harper,Oklahoma,1,0,1,0,,
6/25/2020,Harris,Georgia,281,9,281,9,,
6/25/2020,Harris,Texas,25786,346,25786,346,,
6/25/2020,Harrison,Indiana,203,24,201,22,2,2
6/25/2020,Harrison,Iowa,46,0,46,0,,
6/25/2020,Harrison,Kentucky,65,0,,,,
6/25/2020,Harrison,Mississippi,514,7,,,,
6/25/2020,Harrison,Missouri,12,0,12,0,,
6/25/2020,Harrison,Ohio,12,1,,,,
6/25/2020,Harrison,Texas,279,33,279,33,,
6/25/2020,Harrison,West Virginia,53,1,52,1,1,
6/25/2020,Harrisonburg city,Virginia,901,23,,,,
6/25/2020,Hart,Georgia,52,0,52,0,,
6/25/2020,Hart,Kentucky,46,0,,,,
6/25/2020,Hartford,Connecticut,11450,1356,10782,1044,668,312
6/25/2020,Hartley,Texas,13,2,13,2,,
6/25/2020,Harvey,Kansas,26,2,11,1,15,1
6/25/2020,Haskell,Kansas,23,0,21,,2,
6/25/2020,Haskell,Oklahoma,7,0,7,0,,
6/25/2020,Haskell,Texas,4,0,4,0,,
6/25/2020,Hatillo,Puerto Rico,30,,11,,19,
6/25/2020,Hawaii,Hawaii,86,0,,,,
6/25/2020,Hawkins,Tennessee,42,2,42,,0,
6/25/2020,Hays,Texas,2194,5,2194,5,,
6/25/2020,Haywood,North Carolina,74,0,74,0,,
6/25/2020,Haywood,Tennessee,57,2,55,,2,
6/25/2020,Heard,Georgia,47,3,47,3,,
6/25/2020,Hemphill,Texas,3,0,3,0,,
6/25/2020,Hempstead,Arkansas,46,1,46,1,,
6/25/2020,Henderson,Illinois,8,0,8,0,,
6/25/2020,Henderson,Kentucky,155,4,155,4,,0
6/25/2020,Henderson,North Carolina,540,50,540,50,,
6/25/2020,Henderson,Tennessee,26,0,25,,1,
6/25/2020,Henderson,Texas,104,4,104,4,,
6/25/2020,Hendricks,Indiana,1361,111,1337,95,24,16
6/25/2020,Hendry,Florida,796,24,796,24,,
6/25/2020,Hennepin,Minnesota,11057,752,11057,752,,
6/25/2020,Henrico,Virginia,2463,138,,,,
6/25/2020,Henry,Alabama,123,4,123,4,,
6/25/2020,Henry,Georgia,1062,31,1062,31,,
6/25/2020,Henry,Illinois,77,1,77,1,,
6/25/2020,Henry,Indiana,216,15,211,15,5,0
6/25/2020,Henry,Iowa,80,3,80,3,,
6/25/2020,Henry,Kentucky,31,2,,,,
6/25/2020,Henry,Missouri,17,3,17,3,,
6/25/2020,Henry,Ohio,23,0,,,,
6/25/2020,Henry,Tennessee,37,0,37,,0,
6/25/2020,Henry,Virginia,230,4,,,,
6/25/2020,Herkimer,New York,142,1,142,1,,
6/25/2020,Hernando,Florida,218,5,218,5,,
6/25/2020,Hertford,North Carolina,156,8,156,8,,
6/25/2020,Hickman,Kentucky,5,0,,,,
6/25/2020,Hickman,Tennessee,66,0,66,,0,
6/25/2020,Hidalgo,New Mexico,39,0,39,0,,
6/25/2020,Hidalgo,Texas,2503,29,2503,29,,
6/25/2020,Highland,Ohio,39,1,,,,
6/25/2020,Highland,Virginia,3,0,,,,
6/25/2020,Highlands,Florida,270,10,270,10,,
6/25/2020,Hill,Montana,1,0,1,0,,
6/25/2020,Hill,Texas,50,1,50,1,,
6/25/2020,Hillsborough,Florida,6892,121,6892,121,,
6/25/2020,Hillsborough,New Hampshire,3163,226,3163,226,,
6/25/2020,Hillsdale,Michigan,187,25,175,25,12,0
6/25/2020,Hinds,Mississippi,1646,34,,,,
6/25/2020,Hinsdale,Colorado,3,0,,,,
6/25/2020,Hitchcock,Nebraska,1,0,1,0,,
6/25/2020,Hocking,Ohio,74,7,,,,
6/25/2020,Hockley,Texas,33,1,33,1,,
6/25/2020,Hodgeman,Kansas,9,0,4,,5,
6/25/2020,Hoke,North Carolina,332,3,332,3,,
6/25/2020,Holmes,Florida,137,0,137,0,,
6/25/2020,Holmes,Mississippi,496,39,,,,
6/25/2020,Holmes,Ohio,162,3,,,,
6/25/2020,Holt,Missouri,1,0,1,0,,
6/25/2020,Holt,Nebraska,3,0,3,0,,
6/25/2020,Honolulu,Hawaii,584,11,,,,
6/25/2020,Hood,Texas,45,4,45,4,,
6/25/2020,Hood River,Oregon,88,0,,,,
6/25/2020,Hopewell city,Virginia,163,2,,,,
6/25/2020,Hopkins,Kentucky,242,34,235,34,7,
6/25/2020,Hopkins,Texas,51,1,51,1,,
6/25/2020,Hormigueros,Puerto Rico,29,,13,,16,
6/25/2020,Horry,South Carolina,2372,42,2370,42,2,0
6/25/2020,Hot Spring,Arkansas,396,0,396,0,,
6/25/2020,Hot Springs,Wyoming,13,0,10,,3,
6/25/2020,Houghton,Michigan,11,0,11,0,0,0
6/25/2020,Houston,Alabama,384,5,372,4,12,1
6/25/2020,Houston,Georgia,533,20,533,20,,
6/25/2020,Houston,Minnesota,15,0,15,0,,
6/25/2020,Houston,Tennessee,10,0,10,,0,
6/25/2020,Houston,Texas,157,0,157,0,,
6/25/2020,Howard,Arkansas,70,0,70,0,,
6/25/2020,Howard,Indiana,514,53,509,50,5,3
6/25/2020,Howard,Iowa,14,0,14,0,,
6/25/2020,Howard,Maryland,2441,81,2436,76,5,5
6/25/2020,Howard,Missouri,5,0,5,0,,
6/25/2020,Howard,Nebraska,46,4,46,4,,
6/25/2020,Howard,Texas,32,1,32,1,,
6/25/2020,Howell,Missouri,34,0,34,0,,
6/25/2020,Hubbard,Minnesota,5,0,5,0,,
6/25/2020,Hudson,New Jersey,18771,1272,18771,1272,,
6/25/2020,Hudspeth,Texas,14,0,14,0,,
6/25/2020,Huerfano,Colorado,4,0,,,,
6/25/2020,Hughes,Oklahoma,6,0,6,0,,
6/25/2020,Hughes,South Dakota,38,0,38,0,,
6/25/2020,Humacao,Puerto Rico,80,,11,,69,
6/25/2020,Humboldt,California,122,4,122,4,,
6/25/2020,Humboldt,Iowa,44,1,44,1,,
6/25/2020,Humboldt,Nevada,81,4,81,4,,
6/25/2020,Humphreys,Mississippi,101,9,,,,
6/25/2020,Humphreys,Tennessee,18,1,17,,1,
6/25/2020,Hunt,Texas,319,5,319,5,,
6/25/2020,Hunterdon,New Jersey,1064,67,1064,67,,
6/25/2020,Huntingdon,Pennsylvania,242,4,234,,8,
6/25/2020,Huntington,Indiana,63,2,63,2,0,0
6/25/2020,Huron,Michigan,64,3,56,3,8,0
6/25/2020,Huron,Ohio,129,1,,,,
6/25/2020,Hutchinson,South Dakota,10,0,10,0,,
6/25/2020,Hutchinson,Texas,54,0,54,0,,
6/25/2020,Hyde,North Carolina,6,0,6,0,,
6/25/2020,Hyde,South Dakota,3,0,3,0,,
6/25/2020,Iberia,Louisiana,535,42,535,42,,
6/25/2020,Iberville,Louisiana,677,43,677,43,,
6/25/2020,Ida,Iowa,21,0,21,0,,
6/25/2020,Idaho,Idaho,3,0,3,,0,
6/25/2020,Imperial,California,5549,69,5549,69,,
6/25/2020,Independence,Arkansas,48,0,48,0,,
6/25/2020,Indian River,Florida,457,15,457,15,,
6/25/2020,Indiana,Pennsylvania,98,6,90,,8,
6/25/2020,Ingham,Michigan,896,29,855,29,41,0
6/25/2020,Inyo,California,26,1,26,1,,
6/25/2020,Ionia,Michigan,195,4,174,4,21,0
6/25/2020,Iosco,Michigan,112,10,96,9,16,1
6/25/2020,Iowa,Iowa,40,0,40,0,,
6/25/2020,Iowa,Wisconsin,23,0,23,0,,
6/25/2020,Iredell,North Carolina,593,7,593,7,,
6/25/2020,Irion,Texas,1,0,1,0,,
6/25/2020,Iron,Michigan,4,0,4,0,0,0
6/25/2020,Iron,Missouri,2,0,2,0,,
6/25/2020,Iron,Utah,243,0,243,,,
6/25/2020,Iron,Wisconsin,2,1,2,1,,
6/25/2020,Iroquois,Illinois,144,5,144,5,,
6/25/2020,Irwin,Georgia,47,1,47,1,,
6/25/2020,Isabela,Puerto Rico,36,,16,,20,
6/25/2020,Isabella,Michigan,120,8,97,8,23,0
6/25/2020,Isanti,Minnesota,56,0,56,0,,
6/25/2020,Island,Washington,188,12,188,12,,
6/25/2020,Isle of Wight,Virginia,165,8,,,,
6/25/2020,Itasca,Minnesota,60,12,60,12,,
6/25/2020,Itawamba,Mississippi,112,8,,,,
6/25/2020,Izard,Arkansas,20,1,20,1,,
6/25/2020,Jack,Texas,7,0,7,0,,
6/25/2020,Jackson,Alabama,166,3,163,3,3,0
6/25/2020,Jackson,Arkansas,25,0,25,0,,
6/25/2020,Jackson,Florida,342,2,342,2,,
6/25/2020,Jackson,Georgia,329,7,329,7,,
6/25/2020,Jackson,Illinois,325,19,325,19,,
6/25/2020,Jackson,Indiana,437,4,433,3,4,1
6/25/2020,Jackson,Iowa,21,0,21,0,,
6/25/2020,Jackson,Kansas,105,1,105,1,0,
6/25/2020,Jackson,Kentucky,94,13,,,,
6/25/2020,Jackson,Louisiana,202,16,202,16,,
6/25/2020,Jackson,Michigan,2056,52,2035,51,21,1
6/25/2020,Jackson,Minnesota,53,0,53,0,,
6/25/2020,Jackson,Mississippi,439,16,,,,
6/25/2020,Jackson,Missouri,1076,33,1076,33,,
6/25/2020,Jackson,North Carolina,78,1,78,1,,
6/25/2020,Jackson,Ohio,16,0,,,,
6/25/2020,Jackson,Oklahoma,33,3,33,3,,
6/25/2020,Jackson,Oregon,94,0,,,,
6/25/2020,Jackson,South Dakota,6,1,6,1,,
6/25/2020,Jackson,Tennessee,22,0,22,,0,
6/25/2020,Jackson,Texas,27,1,27,1,,
6/25/2020,Jackson,West Virginia,142,18,142,18,0,
6/25/2020,Jackson,Wisconsin,24,1,24,1,,
6/25/2020,James City,Virginia,247,15,,,,
6/25/2020,Jasper,Georgia,65,1,65,1,,
6/25/2020,Jasper,Illinois,46,7,46,7,,
6/25/2020,Jasper,Indiana,97,2,96,2,1,0
6/25/2020,Jasper,Iowa,305,17,305,17,,
6/25/2020,Jasper,Mississippi,218,6,,,,
6/25/2020,Jasper,Missouri,309,0,309,0,,
6/25/2020,Jasper,South Carolina,92,3,92,3,0,0
6/25/2020,Jasper,Texas,41,2,41,2,,
6/25/2020,Jay,Indiana,70,0,65,0,5,0
6/25/2020,Jayuya,Puerto Rico,62,,5,,57,
6/25/2020,Jeff Davis,Georgia,76,2,76,2,,
6/25/2020,Jefferson,Alabama,3232,130,3187,129,45,1
6/25/2020,Jefferson,Arkansas,661,28,661,28,,
6/25/2020,Jefferson,Colorado,2569,207,,,,
6/25/2020,Jefferson,Florida,38,4,38,4,,
6/25/2020,Jefferson,Georgia,74,1,74,1,,
6/25/2020,Jefferson,Idaho,16,0,11,,5,
6/25/2020,Jefferson,Illinois,107,17,107,17,,
6/25/2020,Jefferson,Indiana,59,1,58,1,1,0
6/25/2020,Jefferson,Iowa,49,0,49,0,,
6/25/2020,Jefferson,Kansas,25,0,22,,3,
6/25/2020,Jefferson,Kentucky,3682,199,3613,199,69,
6/25/2020,Jefferson,Louisiana,9003,479,9003,479,,
6/25/2020,Jefferson,Mississippi,65,3,,,,
6/25/2020,Jefferson,Missouri,501,21,501,21,,
6/25/2020,Jefferson,Montana,3,0,3,0,,
6/25/2020,Jefferson,Nebraska,9,0,9,0,,
6/25/2020,Jefferson,New York,84,0,84,,,
6/25/2020,Jefferson,Ohio,74,2,,,,
6/25/2020,Jefferson,Oklahoma,4,0,4,0,,
6/25/2020,Jefferson,Oregon,84,0,,,,
6/25/2020,Jefferson,Pennsylvania,21,1,18,,3,
6/25/2020,Jefferson,Tennessee,73,0,66,,7,
6/25/2020,Jefferson,Texas,1486,32,1486,32,,
6/25/2020,Jefferson,Washington,35,0,35,0,,
6/25/2020,Jefferson,West Virginia,217,4,212,4,5,
6/25/2020,Jefferson,Wisconsin,194,4,194,4,,
6/25/2020,Jefferson Davis,Louisiana,250,7,250,7,,
6/25/2020,Jefferson Davis,Mississippi,93,3,,,,
6/25/2020,Jenkins,Georgia,87,9,87,9,,
6/25/2020,Jennings,Indiana,166,11,164,9,2,2
6/25/2020,Jerauld,South Dakota,39,1,39,1,,
6/25/2020,Jerome,Idaho,232,3,199,3,33,0
6/25/2020,Jersey,Illinois,33,1,33,1,,
6/25/2020,Jessamine,Kentucky,100,0,,,,
6/25/2020,Jewell,Kansas,4,0,4,,0,
6/25/2020,Jim Hogg,Texas,9,0,9,0,,
6/25/2020,Jim Wells,Texas,50,0,50,0,,
6/25/2020,Jo Daviess,Illinois,39,1,39,1,,
6/25/2020,Johnson,Arkansas,166,0,166,0,,
6/25/2020,Johnson,Georgia,82,2,82,2,,
6/25/2020,Johnson,Illinois,20,0,20,0,,
6/25/2020,Johnson,Indiana,1233,125,1205,117,28,8
6/25/2020,Johnson,Iowa,858,9,858,9,,
6/25/2020,Johnson,Kansas,1409,81,1369,81,40,
6/25/2020,Johnson,Kentucky,10,0,,,,
6/25/2020,Johnson,Missouri,91,0,91,0,,
6/25/2020,Johnson,Nebraska,6,0,6,0,,
6/25/2020,Johnson,Tennessee,27,0,27,,0,
6/25/2020,Johnson,Texas,328,4,314,3,14,1
6/25/2020,Johnson,Wyoming,19,1,15,,4,
6/25/2020,Johnston,North Carolina,1248,29,1248,29,,
6/25/2020,Johnston,Oklahoma,10,0,10,0,,
6/25/2020,Jones,Georgia,52,0,52,0,,
6/25/2020,Jones,Iowa,47,0,47,0,,
6/25/2020,Jones,Mississippi,965,48,,,,
6/25/2020,Jones,North Carolina,29,3,29,3,,
6/25/2020,Jones,Texas,604,0,604,0,,
6/25/2020,Josephine,Oregon,26,1,,,,
6/25/2020,Juab,Utah,15,0,15,0,,
6/25/2020,Juana Diaz,Puerto Rico,58,,17,,41,
6/25/2020,Juncos,Puerto Rico,46,,10,,36,
6/25/2020,Juneau,Wisconsin,31,1,31,1,,
6/25/2020,Juneau City and Borough,Alaska,42,0,42,0,,
6/25/2020,Juniata,Pennsylvania,109,5,102,,7,
6/25/2020,Kalamazoo,Michigan,1017,67,956,66,61,1
6/25/2020,Kalkaska,Michigan,31,2,19,2,12,0
6/25/2020,Kanabec,Minnesota,13,1,13,1,,
6/25/2020,Kanawha,West Virginia,271,20,263,20,8,
6/25/2020,Kandiyohi,Minnesota,561,1,561,1,,
6/25/2020,Kane,Illinois,7553,255,7553,255,,
6/25/2020,Kane,Utah,6,0,6,,,
6/25/2020,Kankakee,Illinois,1255,63,1255,63,,
6/25/2020,Kansas City,Missouri,2057,32,2057,32,,
6/25/2020,Karnes,Texas,15,0,15,0,,
6/25/2020,Kauai,Hawaii,29,0,,,,
6/25/2020,Kaufman,Texas,490,4,490,4,,
6/25/2020,Kay,Oklahoma,83,7,83,7,,
6/25/2020,Kearney,Nebraska,13,0,13,0,,
6/25/2020,Kearny,Kansas,47,1,45,1,2,
6/25/2020,Keith,Nebraska,2,0,2,0,,
6/25/2020,Kemper,Mississippi,169,13,,,,
6/25/2020,Kenai Peninsula Borough,Alaska,128,1,128,1,,
6/25/2020,Kendall,Illinois,971,22,971,22,,
6/25/2020,Kendall,Texas,56,0,56,0,,
6/25/2020,Kennebec,Maine,140,9,130,9,10,
6/25/2020,Kenosha,Wisconsin,1438,41,1438,41,,
6/25/2020,Kent,Delaware,1628,89,1458,80,170,9
6/25/2020,Kent,Maryland,196,23,195,22,1,1
6/25/2020,Kent,Michigan,4672,129,4290,126,382,3
6/25/2020,Kent,Rhode Island,1169,82,1169,82,,
6/25/2020,Kenton,Kentucky,744,37,744,37,,
6/25/2020,Keokuk,Iowa,18,1,18,1,,
6/25/2020,Kern,California,4118,66,4118,66,,
6/25/2020,Kerr,Texas,50,1,50,1,,
6/25/2020,Kershaw,South Carolina,581,15,580,15,1,0
6/25/2020,Ketchikan Gateway Borough,Alaska,28,0,28,0,,
6/25/2020,Kewaunee,Wisconsin,46,1,46,1,,
6/25/2020,Keweenaw,Michigan,1,0,1,0,0,0
6/25/2020,Kidder,North Dakota,2,0,2,0,,
6/25/2020,Kimball,Nebraska,10,0,10,0,,
6/25/2020,Kimble,Texas,1,0,1,0,,
6/25/2020,King,Washington,9504,606,9504,606,,
6/25/2020,King and Queen,Virginia,24,1,,,,
6/25/2020,King George,Virginia,96,4,,,,
6/25/2020,King William,Virginia,37,0,,,,
6/25/2020,Kingfisher,Oklahoma,21,0,21,0,,
6/25/2020,Kings,California,2234,20,2234,20,,
6/25/2020,Kingsbury,South Dakota,6,0,6,0,,
6/25/2020,Kinney,Texas,2,0,2,0,,
6/25/2020,Kiowa,Kansas,3,0,2,,1,
6/25/2020,Kiowa,Oklahoma,6,1,6,1,,
6/25/2020,Kit Carson,Colorado,31,3,,,,
6/25/2020,Kitsap,Washington,198,2,198,2,,
6/25/2020,Kittitas,Washington,109,0,109,0,,
6/25/2020,Kittson,Minnesota,1,0,1,0,,
6/25/2020,Klamath,Oregon,98,0,,,,
6/25/2020,Kleberg,Texas,32,1,32,1,,
6/25/2020,Klickitat,Washington,55,3,55,3,,
6/25/2020,Knott,Kentucky,5,0,,,,
6/25/2020,Knox,Illinois,119,0,119,0,,
6/25/2020,Knox,Indiana,48,0,47,0,1,0
6/25/2020,Knox,Kentucky,16,0,,,,
6/25/2020,Knox,Maine,24,1,19,1,5,
6/25/2020,Knox,Missouri,2,0,2,0,,
6/25/2020,Knox,Nebraska,16,0,16,0,,
6/25/2020,Knox,Ohio,34,1,,,,
6/25/2020,Knox,Tennessee,758,5,734,5,24,0
6/25/2020,Knox,Texas,1,0,1,0,,
