date,county,state,cases,deaths,confirmed_cases,confirmed_deaths,probable_cases,probable_deaths
6/25/2020,Chippewa,Michigan,4,0,3,0,1,0
6/25/2020,Chippewa,Minnesota,69,1,69,1,,
6/25/2020,Chippewa,Wisconsin,71,0,71,0,,
6/25/2020,Chisago,Minnesota,87,1,87,1,,
6/25/2020,Chittenden,Vermont,598,39,598,39,,
6/25/2020,Choctaw,Alabama,186,12,185,12,1,0
6/25/2020,Choctaw,Mississippi,67,3,,,,
6/25/2020,Choctaw,Oklahoma,108,1,108,1,,
6/25/2020,Chowan,North Carolina,19,0,19,0,,
6/25/2020,Christian,Illinois,42,5,42,5,,
6/25/2020,Christian,Kentucky,183,3,,,,
6/25/2020,Christian,Missouri,37,0,37,0,,
6/25/2020,Churchill,Nevada,11,1,11,1,,
6/25/2020,Ciales,Puerto Rico,55,,24,,31,
6/25/2020,Cibola,New Mexico,203,13,203,13,,
6/25/2020,Cidra,Puerto Rico,71,,12,,59,
6/25/2020,Cimarron,Oklahoma,1,0,1,0,,
6/25/2020,Citrus,Florida,219,12,219,12,,
6/25/2020,Clackamas,Oregon,644,24,,,,
6/25/2020,Claiborne,Louisiana,109,11,109,11,,
6/25/2020,Claiborne,Mississippi,180,9,,,,
6/25/2020,Claiborne,Tennessee,18,0,18,,0,
6/25/2020,Clallam,Washington,33,0,33,0,,
6/25/2020,Clare,Michigan,27,2,26,2,1,0
6/25/2020,Clarendon,South Carolina,378,42,378,42,0,0
6/25/2020,Clarion,Pennsylvania,33,2,33,,0,
6/25/2020,Clark,Arkansas,54,0,54,0,,
6/25/2020,Clark,Illinois,14,0,14,0,,
6/25/2020,Clark,Indiana,610,50,600,43,10,7
6/25/2020,Clark,Kansas,34,0,33,,1,
6/25/2020,Clark,Kentucky,94,4,,,,
6/25/2020,Clark,Missouri,2,0,2,0,,
6/25/2020,Clark,Nevada,11481,404,11481,404,,
6/25/2020,Clark,Ohio,697,8,,,,
6/25/2020,Clark,South Dakota,13,0,13,0,,
6/25/2020,Clark,Washington,732,30,732,30,,
6/25/2020,Clark,Wisconsin,64,6,64,6,,
6/25/2020,Clarke,Alabama,231,5,230,5,1,0
6/25/2020,Clarke,Georgia,419,15,419,15,,
6/25/2020,Clarke,Iowa,112,2,112,2,,
6/25/2020,Clarke,Mississippi,190,22,,,,
6/25/2020,Clarke,Virginia,48,0,,,,
6/25/2020,Clatsop,Oregon,47,0,,,,
6/25/2020,Clay,Alabama,34,2,34,2,,
6/25/2020,Clay,Arkansas,49,3,49,3,,
6/25/2020,Clay,Florida,523,33,523,33,,
6/25/2020,Clay,Georgia,56,2,56,2,,
6/25/2020,Clay,Illinois,2,0,2,0,,
6/25/2020,Clay,Indiana,56,4,56,4,0,0
6/25/2020,Clay,Iowa,111,0,111,0,,
6/25/2020,Clay,Kansas,6,2,5,2,1,
6/25/2020,Clay,Kentucky,39,3,,,,
6/25/2020,Clay,Minnesota,537,37,537,37,,
6/25/2020,Clay,Mississippi,222,7,,,,
6/25/2020,Clay,Missouri,375,11,375,11,,
6/25/2020,Clay,Nebraska,27,0,27,0,,
6/25/2020,Clay,North Carolina,9,0,9,0,,
6/25/2020,Clay,South Dakota,76,0,76,0,,
6/25/2020,Clay,Tennessee,12,0,12,,0,
6/25/2020,Clay,Texas,5,0,5,0,,
6/25/2020,Clay,West Virginia,10,1,10,1,0,
6/25/2020,Clayton,Georgia,1726,78,1726,78,,
6/25/2020,Clayton,Iowa,35,3,35,3,,
6/25/2020,Clear Creek,Colorado,18,1,,,,
6/25/2020,Clearfield,Pennsylvania,70,0,53,,17,
6/25/2020,Clearwater,Minnesota,7,0,7,0,,
6/25/2020,Cleburne,Alabama,23,1,23,1,,
6/25/2020,Cleburne,Arkansas,78,4,78,4,,
6/25/2020,Clermont,Ohio,294,6,,,,
6/25/2020,Cleveland,Arkansas,25,0,25,0,,
6/25/2020,Cleveland,North Carolina,242,2,242,2,,
6/25/2020,Cleveland,Oklahoma,735,40,735,40,,
6/25/2020,Clinch,Georgia,97,3,97,3,,
6/25/2020,Clinton,Illinois,224,17,224,17,,
6/25/2020,Clinton,Indiana,275,2,274,1,1,1
6/25/2020,Clinton,Iowa,80,1,80,1,,
6/25/2020,Clinton,Kentucky,5,0,,,,
6/25/2020,Clinton,Michigan,205,11,160,11,45,0
6/25/2020,Clinton,Missouri,23,0,23,0,,
6/25/2020,Clinton,New York,100,4,100,4,,
6/25/2020,Clinton,Ohio,55,0,,,,
6/25/2020,Clinton,Pennsylvania,73,3,62,,11,
6/25/2020,Cloud,Kansas,8,0,5,,3,
6/25/2020,Coahoma,Mississippi,167,6,,,,
6/25/2020,Coal,Oklahoma,6,0,6,0,,
6/25/2020,Coamo,Puerto Rico,41,,5,,36,
6/25/2020,Cobb,Georgia,4269,236,4269,236,,
6/25/2020,Cochise,Arizona,441,6,,,,
6/25/2020,Cochran,Texas,1,0,1,0,,
6/25/2020,Cocke,Tennessee,32,0,28,,4,
6/25/2020,Coconino,Arizona,1611,91,,,,
6/25/2020,Codington,South Dakota,49,0,49,0,,
6/25/2020,Coffee,Alabama,330,1,326,1,4,0
6/25/2020,Coffee,Georgia,474,15,474,15,,
6/25/2020,Coffee,Tennessee,102,0,101,,1,
6/25/2020,Coffey,Kansas,53,8,52,8,1,
6/25/2020,Coke,Texas,5,1,5,1,,
6/25/2020,Colbert,Alabama,323,5,314,5,9,0
6/25/2020,Cole,Missouri,64,2,64,2,,
6/25/2020,Coleman,Texas,3,0,3,0,,
6/25/2020,Coles,Illinois,154,17,154,17,,
6/25/2020,Colfax,Nebraska,663,4,663,4,,
6/25/2020,Colfax,New Mexico,9,1,9,1,,
6/25/2020,Colleton,South Carolina,258,20,257,20,1,0
6/25/2020,Collier,Florida,3456,67,3456,67,,
6/25/2020,Collin,Texas,2449,39,2449,39,,
6/25/2020,Collingsworth,Texas,5,0,5,0,,
6/25/2020,Colonial Heights city,Virginia,139,17,,,,
6/25/2020,Colorado,Texas,58,0,58,0,,
6/25/2020,Colquitt,Georgia,785,18,785,18,,
6/25/2020,Columbia,Arkansas,72,3,72,3,,
6/25/2020,Columbia,Florida,243,3,243,3,,
6/25/2020,Columbia,Georgia,367,9,367,9,,
6/25/2020,Columbia,New York,454,43,454,43,,
6/25/2020,Columbia,Oregon,26,0,,,,
6/25/2020,Columbia,Pennsylvania,398,33,375,,23,
6/25/2020,Columbia,Washington,8,0,8,0,,
6/25/2020,Columbia,Wisconsin,70,1,70,1,,
6/25/2020,Columbiana,Ohio,984,60,,,,
6/25/2020,Columbus,North Carolina,484,35,484,35,,
6/25/2020,Colusa,California,14,0,14,0,,
6/25/2020,Comal,Texas,471,7,374,7,97,
6/25/2020,Comanche,Kansas,2,0,2,,0,
6/25/2020,Comanche,Oklahoma,381,5,381,5,,
6/25/2020,Comanche,Texas,14,1,14,1,,
6/25/2020,Comerio,Puerto Rico,32,,3,,29,
6/25/2020,Concho,Texas,2,0,2,0,,
6/25/2020,Concordia,Louisiana,105,5,105,5,,
6/25/2020,Conecuh,Alabama,153,3,151,3,2,0
6/25/2020,Conejos,Colorado,12,0,,,,
6/25/2020,Contra Costa,California,2523,67,2523,67,,
6/25/2020,Converse,Wyoming,25,0,15,,10,
6/25/2020,Conway,Arkansas,39,3,39,3,,
6/25/2020,Cook,Georgia,110,1,110,1,,
6/25/2020,Cook,Illinois,88138,4478,88138,4478,,
6/25/2020,Cook,Minnesota,1,0,1,0,,
6/25/2020,Cooke,Texas,30,0,30,0,,
6/25/2020,Cooper,Missouri,13,0,13,0,,
6/25/2020,Coos,New Hampshire,6,0,6,,,
6/25/2020,Coos,Oregon,37,0,,,,
6/25/2020,Coosa,Alabama,52,1,52,1,,
6/25/2020,Copiah,Mississippi,503,12,,,,
6/25/2020,Corozal,Puerto Rico,48,,9,,39,
6/25/2020,Corson,South Dakota,16,0,16,0,,
6/25/2020,Cortland,New York,44,0,44,0,,
6/25/2020,Coryell,Texas,322,2,322,2,,
6/25/2020,Coshocton,Ohio,64,0,,,,
6/25/2020,Costilla,Colorado,18,0,,,,
6/25/2020,Cottle,Texas,4,1,4,1,,
6/25/2020,Cotton,Oklahoma,5,2,5,2,,
6/25/2020,Cottonwood,Minnesota,126,0,126,0,,
6/25/2020,Covington,Alabama,260,5,254,4,6,1
6/25/2020,Covington,Mississippi,248,5,,,,
6/25/2020,Covington city,Virginia,4,0,,,,
6/25/2020,Coweta,Georgia,599,15,599,15,,
6/25/2020,Cowley,Kansas,61,1,5,1,56,
6/25/2020,Cowlitz,Washington,153,0,153,0,,
6/25/2020,Craig,Oklahoma,18,0,18,0,,
6/25/2020,Craig,Virginia,6,0,,,,
6/25/2020,Craighead,Arkansas,415,6,415,6,,
6/25/2020,Crane,Texas,48,6,48,6,,
6/25/2020,Craven,North Carolina,328,6,328,6,,
6/25/2020,Crawford,Arkansas,112,0,112,0,,
6/25/2020,Crawford,Georgia,39,0,39,0,,
6/25/2020,Crawford,Illinois,18,0,18,0,,
6/25/2020,Crawford,Indiana,28,1,27,0,1,1
6/25/2020,Crawford,Iowa,647,2,647,2,,
6/25/2020,Crawford,Kansas,220,1,6,1,214,
6/25/2020,Crawford,Michigan,68,5,63,5,5,0
6/25/2020,Crawford,Missouri,10,0,10,0,,
6/25/2020,Crawford,Ohio,125,5,,,,
6/25/2020,Crawford,Pennsylvania,48,0,36,,12,
6/25/2020,Crawford,Wisconsin,32,0,32,0,,
6/25/2020,Creek,Oklahoma,128,7,128,7,,
6/25/2020,Crenshaw,Alabama,122,3,118,3,4,0
6/25/2020,Crisp,Georgia,261,12,261,12,,
6/25/2020,Crittenden,Arkansas,621,10,621,10,,
6/25/2020,Crittenden,Kentucky,8,1,,,,
6/25/2020,Crockett,Tennessee,28,3,26,,2,
6/25/2020,Crockett,Texas,5,0,5,0,,
6/25/2020,Crook,Oregon,9,0,,,,
6/25/2020,Crook,Wyoming,7,0,7,,0,
6/25/2020,Crosby,Texas,13,1,13,1,,
6/25/2020,Cross,Arkansas,83,1,83,1,,
6/25/2020,Crow Wing,Minnesota,97,11,97,11,,
6/25/2020,Crowley,Colorado,69,1,,,,
6/25/2020,Culberson,Texas,3,0,3,0,,
6/25/2020,Culebra,Puerto Rico,2,,0,,2,
6/25/2020,Cullman,Alabama,334,3,326,3,8,0
6/25/2020,Culpeper,Virginia,803,9,,,,
6/25/2020,Cumberland,Illinois,10,0,10,0,,
6/25/2020,Cumberland,Kentucky,6,0,,,,
6/25/2020,Cumberland,Maine,1566,59,1394,59,172,
6/25/2020,Cumberland,New Jersey,2908,126,2908,126,,
6/25/2020,Cumberland,North Carolina,1053,39,1053,39,,
6/25/2020,Cumberland,Pennsylvania,809,61,774,,35,
6/25/2020,Cumberland,Tennessee,152,3,151,,1,
6/25/2020,Cumberland,Virginia,51,0,,,,
6/25/2020,Cuming,Nebraska,34,0,34,0,,
6/25/2020,Currituck,North Carolina,16,0,16,0,,
6/25/2020,Curry,New Mexico,123,0,123,0,,
6/25/2020,Curry,Oregon,7,0,,,,
6/25/2020,Custer,Colorado,2,0,,,,
6/25/2020,Custer,Idaho,2,0,2,,0,
6/25/2020,Custer,Montana,23,0,23,0,,
6/25/2020,Custer,Nebraska,41,4,41,4,,
6/25/2020,Custer,Oklahoma,51,0,51,0,,
6/25/2020,Custer,South Dakota,7,0,7,0,,
6/25/2020,Cuyahoga,Ohio,5964,343,,,,
6/25/2020,Dade,Georgia,60,1,60,1,,
6/25/2020,Dade,Missouri,1,0,1,0,,
6/25/2020,Dakota,Minnesota,1982,84,1982,84,,
6/25/2020,Dakota,Nebraska,1758,34,1758,34,,
6/25/2020,Dale,Alabama,212,0,209,0,3,0
6/25/2020,Dallam,Texas,76,0,76,0,,
6/25/2020,Dallas,Alabama,692,7,687,7,5,0
6/25/2020,Dallas,Arkansas,6,0,6,0,,
6/25/2020,Dallas,Iowa,1091,29,1091,29,,
6/25/2020,Dallas,Missouri,12,1,12,1,,
6/25/2020,Dallas,Texas,18135,328,18135,328,,
6/25/2020,Dane,Wisconsin,1245,32,1245,32,,
6/25/2020,Danville city,Virginia,73,2,,,,
6/25/2020,Dare,North Carolina,29,1,29,1,,
6/25/2020,Darke,Ohio,228,25,,,,
6/25/2020,Darlington,South Carolina,393,14,393,14,0,0
6/25/2020,Dauphin,Pennsylvania,1864,127,1810,,54,
6/25/2020,Davidson,North Carolina,797,15,797,15,,
6/25/2020,Davidson,Tennessee,8405,102,8405,95,,7
6/25/2020,Davie,North Carolina,163,3,163,3,,
6/25/2020,Daviess,Indiana,134,18,132,16,2,2
6/25/2020,Daviess,Kentucky,407,8,396,7,11,1
6/25/2020,Daviess,Missouri,7,0,7,0,,
6/25/2020,Davis,Iowa,36,1,36,1,,
6/25/2020,Davis,Utah,938,4,938,,,
6/25/2020,Davison,South Dakota,35,1,35,1,,
6/25/2020,Dawes,Nebraska,2,0,2,0,,
6/25/2020,Dawson,Georgia,127,3,127,3,,
6/25/2020,Dawson,Montana,3,0,3,0,,
6/25/2020,Dawson,Nebraska,854,8,854,8,,
6/25/2020,Dawson,Texas,45,1,45,1,,
6/25/2020,Day,South Dakota,13,0,13,0,,
6/25/2020,De Soto,Louisiana,324,18,324,18,,
6/25/2020,De Witt,Illinois,4,0,4,0,,
6/25/2020,Deaf Smith,Texas,262,16,262,16,,
6/25/2020,Dearborn,Indiana,191,24,190,23,1,1
6/25/2020,Decatur,Georgia,246,8,246,8,,
6/25/2020,Decatur,Indiana,256,35,241,32,15,3
6/25/2020,Decatur,Iowa,9,0,9,0,,
6/25/2020,Decatur,Tennessee,16,0,16,,0,
6/25/2020,Deer Lodge,Montana,3,0,3,0,,
6/25/2020,Defiance,Ohio,43,3,,,,
6/25/2020,DeKalb,Alabama,449,5,445,5,4,0
6/25/2020,DeKalb,Georgia,5158,166,5158,166,,
6/25/2020,DeKalb,Illinois,554,18,554,18,,
6/25/2020,DeKalb,Indiana,141,5,140,4,1,1
6/25/2020,DeKalb,Missouri,10,0,10,0,,
6/25/2020,DeKalb,Tennessee,44,0,44,,0,
6/25/2020,Del Norte,California,49,0,49,0,,
6/25/2020,Delaware,Indiana,414,48,412,47,2,1
6/25/2020,Delaware,Iowa,36,1,36,1,,
6/25/2020,Delaware,New York,91,0,91,0,,
6/25/2020,Delaware,Ohio,441,15,,,,
6/25/2020,Delaware,Oklahoma,119,16,119,16,,
6/25/2020,Delaware,Pennsylvania,7127,693,6854,693,273,
6/25/2020,Delta,Colorado,81,1,,,,
6/25/2020,Delta,Michigan,21,2,18,2,3,0
6/25/2020,Delta,Texas,5,0,5,0,,
6/25/2020,Dent,Missouri,2,0,2,0,,
6/25/2020,Denton,Texas,2417,37,2417,37,,
6/25/2020,Denver,Colorado,6775,369,,,,
6/25/2020,Des Moines,Iowa,79,2,79,2,,
6/25/2020,Deschutes,Oregon,153,0,,,,
6/25/2020,Desha,Arkansas,37,0,37,0,,
6/25/2020,DeSoto,Florida,513,10,513,10,,
6/25/2020,DeSoto,Mississippi,990,15,,,,
6/25/2020,Deuel,South Dakota,1,0,1,0,,
6/25/2020,Dewey,Oklahoma,4,0,4,0,,
6/25/2020,Dewey,South Dakota,4,0,4,0,,
6/25/2020,DeWitt,Texas,42,1,42,1,,
6/25/2020,Dickens,Texas,2,0,2,0,,
6/25/2020,Dickenson,Virginia,1,0,,,,
6/25/2020,Dickey,North Dakota,4,0,4,0,,
6/25/2020,Dickinson,Iowa,222,2,222,2,,
6/25/2020,Dickinson,Kansas,8,0,3,,5,
6/25/2020,Dickinson,Michigan,7,2,6,2,1,0
6/25/2020,Dickson,Tennessee,150,0,150,,0,
6/25/2020,Dillingham Census Area,Alaska,14,0,14,,,
6/25/2020,Dillon,South Carolina,237,6,237,6,0,0
6/25/2020,Dimmit,Texas,3,0,3,0,,
6/25/2020,Dinwiddie,Virginia,130,0,,,,
6/25/2020,District of Columbia,District of Columbia,10128,541,10128,541,,
6/25/2020,Divide,North Dakota,1,0,1,0,,
6/25/2020,Dixie,Florida,62,3,62,3,,
6/25/2020,Dixon,Nebraska,43,1,43,1,,
6/25/2020,Doï¿½ï¿½ï,New Mexico,771,8,771,8,,
6/25/2020,Dodge,Georgia,71,2,71,2,,
6/25/2020,Dodge,Minnesota,67,0,67,0,,
6/25/2020,Dodge,Nebraska,664,8,664,8,,
6/25/2020,Dodge,Wisconsin,444,5,444,5,,
6/25/2020,Doniphan,Kansas,25,0,13,,12,
6/25/2020,Donley,Texas,27,0,27,0,,
6/25/2020,Dooly,Georgia,195,12,195,12,,
6/25/2020,Door,Wisconsin,40,3,40,3,,
6/25/2020,Dorado,Puerto Rico,91,,16,,75,
6/25/2020,Dorchester,Maryland,183,5,183,5,0,0
6/25/2020,Dorchester,South Carolina,452,3,452,3,0,0
6/25/2020,Dougherty,Georgia,1866,153,1866,153,,
6/25/2020,Douglas,Colorado,873,52,,,,
6/25/2020,Douglas,Georgia,793,35,793,35,,
6/25/2020,Douglas,Illinois,43,0,43,0,,
6/25/2020,Douglas,Kansas,106,0,105,,1,
6/25/2020,Douglas,Minnesota,54,0,54,0,,
6/25/2020,Douglas,Missouri,3,0,3,0,,
6/25/2020,Douglas,Nebraska,6652,83,6652,83,,
6/25/2020,Douglas,Nevada,58,0,58,0,,
6/25/2020,Douglas,Oregon,34,0,,,,
6/25/2020,Douglas,South Dakota,4,0,4,0,,
6/25/2020,Douglas,Washington,205,3,205,3,,
6/25/2020,Douglas,Wisconsin,20,0,20,0,,
6/25/2020,Drew,Arkansas,41,1,41,1,,
6/25/2020,Dubois,Indiana,255,6,255,6,0,0
6/25/2020,Dubuque,Iowa,469,22,469,22,,
6/25/2020,Duchesne,Utah,11,0,11,,,
6/25/2020,Dukes,Massachusetts,45,0,45,0,,
6/25/2020,Dunklin,Missouri,82,3,82,3,,
6/25/2020,Dunn,North Dakota,13,0,13,0,,
6/25/2020,Dunn,Wisconsin,29,0,29,0,,
6/25/2020,DuPage,Illinois,8782,458,8782,458,,
6/25/2020,Duplin,North Carolina,1369,20,1369,20,,
6/25/2020,Durham,North Carolina,3402,62,3402,62,,
6/25/2020,Dutchess,New York,4158,159,4158,159,,
6/25/2020,Duval,Florida,3419,62,3419,62,,
6/25/2020,Duval,Texas,7,0,7,0,,
6/25/2020,Dyer,Tennessee,181,0,174,,7,
6/25/2020,Eagle,Colorado,665,8,,,,
6/25/2020,Early,Georgia,257,31,257,31,,
6/25/2020,East Baton Rouge,Louisiana,4637,266,4637,266,,
6/25/2020,East Carroll,Louisiana,381,0,381,0,,
6/25/2020,East Feliciana,Louisiana,276,33,276,33,,
6/25/2020,Eastland,Texas,8,0,8,0,,
6/25/2020,Eaton,Michigan,287,7,219,7,68,0
6/25/2020,Eau Claire,Wisconsin,170,1,170,1,,
6/25/2020,Echols,Georgia,177,0,177,0,,
6/25/2020,Ector,Texas,670,7,434,7,236,0
6/25/2020,Eddy,New Mexico,61,1,61,1,,
6/25/2020,Eddy,North Dakota,5,0,5,0,,
6/25/2020,Edgar,Illinois,7,0,7,0,,
6/25/2020,Edgecombe,North Carolina,284,9,284,9,,
6/25/2020,Edgefield,South Carolina,73,2,73,2,0,0
6/25/2020,Edmonson,Kentucky,79,11,,,,
6/25/2020,Edmunds,South Dakota,6,0,6,0,,
6/25/2020,Edwards,Illinois,2,0,2,0,,
6/25/2020,Edwards,Kansas,6,0,5,,1,
6/25/2020,Effingham,Georgia,114,1,114,1,,
6/25/2020,Effingham,Illinois,12,1,12,1,,
6/25/2020,El Dorado,California,153,0,153,0,,
6/25/2020,El Paso,Colorado,2173,120,,,,
6/25/2020,El Paso,Texas,4809,122,4809,122,,
6/25/2020,Elbert,Colorado,54,2,,,,
6/25/2020,Elbert,Georgia,94,0,94,0,,
6/25/2020,Elk,Pennsylvania,10,0,7,,3,
6/25/2020,Elkhart,Indiana,2761,43,2705,40,56,3
6/25/2020,Elko,Nevada,81,1,81,1,,0
6/25/2020,Elliott,Kentucky,3,0,,,,
6/25/2020,Ellis,Kansas,17,0,8,,9,
6/25/2020,Ellis,Oklahoma,1,0,1,0,,
6/25/2020,Ellis,Texas,684,19,684,19,,
6/25/2020,Ellsworth,Kansas,3,0,2,,1,
6/25/2020,Elmore,Alabama,720,12,706,12,14,0
6/25/2020,Elmore,Idaho,47,2,46,2,1,0
6/25/2020,Emanuel,Georgia,78,3,78,3,,
6/25/2020,Emery,Utah,9,0,9,0,,
6/25/2020,Emmet,Iowa,65,0,65,0,,
6/25/2020,Emmet,Michigan,28,2,23,2,5,0
6/25/2020,Emmons,North Dakota,4,1,4,1,,
6/25/2020,Emporia city,Virginia,123,6,,,,
6/25/2020,Erath,Texas,69,1,69,1,,
6/25/2020,Erie,New York,7108,593,7108,593,,
6/25/2020,Erie,Ohio,219,22,,,,
6/25/2020,Erie,Pennsylvania,551,9,473,,78,
6/25/2020,Escambia,Alabama,172,6,172,6,,
6/25/2020,Escambia,Florida,1312,43,1312,43,,
6/25/2020,Essex,Massachusetts,15920,1083,15920,1083,,
6/25/2020,Essex,New Jersey,18617,1764,18617,1764,,
6/25/2020,Essex,New York,49,0,49,,,
6/25/2020,Essex,Vermont,3,0,3,0,,
6/25/2020,Essex,Virginia,54,0,,,,
6/25/2020,Estill,Kentucky,5,0,,,,
6/25/2020,Etowah,Alabama,461,12,453,12,8,0
6/25/2020,Evangeline,Louisiana,140,1,140,1,,
6/25/2020,Evans,Georgia,17,0,17,0,,
6/25/2020,Fairbanks North Star Borough,Alaska,133,2,133,2,,
6/25/2020,Fairfax,Virginia,13588,450,,,,
6/25/2020,Fairfax city,Virginia,69,7,,,,
6/25/2020,Fairfield,Connecticut,16527,1370,15896,1067,631,303
6/25/2020,Fairfield,Ohio,433,15,,,,
6/25/2020,Fairfield,South Carolina,269,21,269,21,0,0
6/25/2020,Fajardo,Puerto Rico,72,,4,,68,
6/25/2020,Fall River,South Dakota,7,0,7,0,,
6/25/2020,Falls,Texas,25,0,25,0,,
6/25/2020,Falls Church city,Virginia,57,7,,,,
6/25/2020,Fannin,Georgia,92,1,92,1,,
6/25/2020,Fannin,Texas,82,7,82,7,,
6/25/2020,Faribault,Minnesota,35,0,35,0,,
6/25/2020,Faulk,South Dakota,23,0,23,0,,
6/25/2020,Faulkner,Arkansas,339,3,339,3,,
6/25/2020,Fauquier,Virginia,417,6,,,,
6/25/2020,Fayette,Alabama,63,1,60,1,3,0
6/25/2020,Fayette,Georgia,305,16,305,16,,
6/25/2020,Fayette,Illinois,23,3,23,3,,
6/25/2020,Fayette,Indiana,136,7,86,7,50,0
6/25/2020,Fayette,Iowa,30,0,30,0,,
6/25/2020,Fayette,Kentucky,1334,22,1334,22,,
6/25/2020,Fayette,Ohio,45,0,,,,
6/25/2020,Fayette,Pennsylvania,104,4,99,,5,
6/25/2020,Fayette,Tennessee,224,2,221,,3,
6/25/2020,Fayette,Texas,75,2,75,2,,
6/25/2020,Fayette,West Virginia,62,4,62,4,0,
6/25/2020,Fentress,Tennessee,15,0,15,,0,
6/25/2020,Fergus,Montana,2,0,2,0,,
6/25/2020,Ferry,Washington,1,0,1,0,,
6/25/2020,Fillmore,Minnesota,23,0,23,0,,
6/25/2020,Fillmore,Nebraska,13,1,13,1,,
6/25/2020,Finney,Kansas,1558,10,1558,10,,
6/25/2020,Fisher,Texas,2,1,2,1,,
6/25/2020,Flagler,Florida,250,5,250,5,,
6/25/2020,Flathead,Montana,49,2,49,2,,
6/25/2020,Fleming,Kentucky,14,0,,,,
6/25/2020,Florence,South Carolina,1014,47,1014,47,0,0
6/25/2020,Florence,Wisconsin,3,0,3,0,,
6/25/2020,Florida,Puerto Rico,31,,3,,28,
6/25/2020,Floyd,Georgia,457,15,457,15,,
6/25/2020,Floyd,Indiana,353,45,351,43,2,2
6/25/2020,Floyd,Iowa,50,1,50,1,,
6/25/2020,Floyd,Kentucky,26,0,,,,
6/25/2020,Floyd,Texas,21,0,21,0,,
6/25/2020,Floyd,Virginia,15,1,,,,
6/25/2020,Fluvanna,Virginia,107,6,,,,
6/25/2020,Fond du Lac,Wisconsin,297,6,297,6,,
6/25/2020,Ford,Illinois,26,1,26,1,,
6/25/2020,Ford,Kansas,1963,10,1738,10,225,
6/25/2020,Forest,Pennsylvania,7,0,5,,2,
6/25/2020,Forest,Wisconsin,35,3,35,3,,
6/25/2020,Forrest,Mississippi,742,42,,,,
6/25/2020,Forsyth,Georgia,721,14,721,14,,
6/25/2020,Forsyth,North Carolina,2679,31,2679,31,,
6/25/2020,Fort Bend,Texas,3267,51,3267,51,,
6/25/2020,Foster,North Dakota,2,0,2,0,,
6/25/2020,Fountain,Indiana,24,2,24,2,0,0
6/25/2020,Franklin,Alabama,803,10,799,10,4,0
6/25/2020,Franklin,Arkansas,13,0,13,0,,
6/25/2020,Franklin,Florida,4,0,4,0,,
6/25/2020,Franklin,Georgia,168,1,168,1,,
6/25/2020,Franklin,Idaho,21,0,19,,2,
6/25/2020,Franklin,Illinois,12,0,12,0,,
6/25/2020,Franklin,Indiana,128,9,121,8,7,1
6/25/2020,Franklin,Iowa,67,0,67,0,,
6/25/2020,Franklin,Kansas,66,0,66,,,
6/25/2020,Franklin,Kentucky,120,3,,,,
6/25/2020,Franklin,Louisiana,447,14,447,14,,
6/25/2020,Franklin,Maine,38,1,37,1,1,
6/25/2020,Franklin,Massachusetts,359,53,359,53,,
6/25/2020,Franklin,Mississippi,32,2,,,,
6/25/2020,Franklin,Missouri,192,18,192,18,,
6/25/2020,Franklin,Nebraska,6,0,6,0,,
6/25/2020,Franklin,New York,28,0,28,,,
6/25/2020,Franklin,North Carolina,295,21,295,21,,
6/25/2020,Franklin,Ohio,8144,376,,,,
6/25/2020,Franklin,Pennsylvania,896,42,868,,28,
6/25/2020,Franklin,Tennessee,69,3,68,,1,
6/25/2020,Franklin,Texas,35,0,35,0,,
6/25/2020,Franklin,Vermont,102,6,102,6,,
6/25/2020,Franklin,Virginia,53,1,,,,
6/25/2020,Franklin,Washington,1540,31,1406,31,134,
6/25/2020,Franklin city,Virginia,46,2,,,,
6/25/2020,Frederick,Maryland,2432,116,2425,109,7,7
6/25/2020,Frederick,Virginia,461,4,,,,
6/25/2020,Fredericksburg city,Virginia,235,0,,,,
6/25/2020,Freeborn,Minnesota,259,0,259,0,,
6/25/2020,Freestone,Texas,20,0,20,0,,
6/25/2020,Fremont,Colorado,31,0,,,,
6/25/2020,Fremont,Idaho,4,0,3,,1,
6/25/2020,Fremont,Iowa,5,0,5,0,,
6/25/2020,Fremont,Wyoming,340,9,301,,39,
6/25/2020,Fresno,California,3892,71,3892,71,,
6/25/2020,Frio,Texas,157,0,157,0,,
6/25/2020,Frontier,Nebraska,1,0,1,0,,
6/25/2020,Fulton,Arkansas,10,0,10,0,,
6/25/2020,Fulton,Georgia,6052,302,6052,302,,
6/25/2020,Fulton,Illinois,15,0,15,0,,
6/25/2020,Fulton,Indiana,64,1,64,1,0,0
6/25/2020,Fulton,Kentucky,16,0,,,,
6/25/2020,Fulton,New York,244,18,244,18,,
6/25/2020,Fulton,Ohio,54,0,,,,
6/25/2020,Fulton,Pennsylvania,18,1,16,,2,
6/25/2020,Furnas,Nebraska,10,1,10,1,,
6/25/2020,Gadsden,Florida,331,6,331,6,,
6/25/2020,Gage,Nebraska,47,4,47,4,,
6/25/2020,Gaines,Texas,14,0,14,0,,
6/25/2020,Galax city,Virginia,233,13,,,,
6/25/2020,Gallatin,Illinois,2,0,2,0,,
6/25/2020,Gallatin,Kentucky,58,7,,,,
6/25/2020,Gallatin,Montana,216,1,216,1,,
6/25/2020,Gallia,Ohio,9,1,,,,
6/25/2020,Galveston,Texas,2266,40,2266,40,,
6/25/2020,Garden,Nebraska,4,0,4,0,,
6/25/2020,Garfield,Colorado,243,2,,,,
